Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,surcharge ,total cost
3672,CA-2014-129364,delivered,10/10/2017 0:00,43021,10/23/2017 0:00,Standard Class,VEN04,TB-21250,,,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,39.072,3,0.2,2.9304,0.5,54.2124
3673,CA-2016-104969,delivered,4/29/2018 0:00,43235,5/25/2018 0:00,Standard Class,VEN05,EH-14125,Home Office,Illinois,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,1,0.2,3.2161,0.5,8.48385
3674,CA-2016-104969,delivered,4/29/2018 0:00,43235,5/25/2018 0:00,Standard Class,VEN04,EH-14125,Home Office,Illinois,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92,0.5,333.036
3675,CA-2017-154109,delivered,9/16/2017 0:00,43005,10/5/2017 0:00,Standard Class,VEN02,ML-17410,,,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.372,2,0.3,-30.9332,0.5,237.4578
3676,CA-2017-154109,delivered,9/16/2017 0:00,43005,10/5/2017 0:00,Standard Class,VEN01,ML-17410,,,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,47.952,3,0.2,16.1838,0.5,47.6523
3677,CA-2015-156440,delivered,3/30/2018 0:00,43196,4/25/2018 0:00,Standard Class,VEN02,MH-17620,,,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718,0.5,44.6823
3678,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN02,BT-11680,,,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,4,0,5.056,0.5,16.116
3679,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN05,BT-11680,,,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,3,0,209.2365,0.5,383.60025
3680,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN01,BT-11680,,,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96,2,0,20.0156,0.5,242.9166
3681,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN05,BT-11680,,,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.39,3,0,5.6994,0.5,10.0359
3682,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN03,BT-11680,,,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",84.09,3,0,42.045,0.5,63.0675
3683,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN05,BT-11680,,,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,79.36,4,0,32.5376,0.5,70.2336
3684,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN05,BT-11680,,,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36,9,0,70.5456,0.5,124.2216
3685,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN05,BT-11680,,,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,43.68,6,0,21.4032,0.5,33.4152
3686,CA-2015-132626,delivered,10/16/2017 0:00,43027,11/1/2017 0:00,Standard Class,VEN01,BT-11680,,,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98.21,7,0,28.4809,0.5,104.59365
3687,CA-2016-102792,delivered,5/8/2018 0:00,43242,6/12/2018 0:00,Standard Class,VEN01,JC-15340,Consumer,California,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,3,0,3.2472,0.5,9.8892
3688,CA-2016-108567,delivered,2/22/2018 0:00,43168,3/19/2018 0:00,Standard Class,VEN04,DB-13210,Consumer,Pennsylvania,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,0.7,-2.245,0.5,7.4085
3689,CA-2017-140760,delivered,5/21/2017 0:00,42880,6/13/2017 0:00,Second Class,VEN02,DO-13435,Consumer,Florida,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,0,17.424
3690,CA-2017-140760,delivered,5/21/2017 0:00,42880,6/13/2017 0:00,Second Class,VEN03,DO-13435,Consumer,Florida,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",43.92,5,0.2,15.921,0,27.999
3691,US-2015-131359,delivered,4/19/2017 0:00,42858,5/16/2017 0:00,Second Class,VEN02,FA-14230,Corporate,California,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,59.994,2,0.7,-45.9954,0,105.9894
3692,US-2015-131359,delivered,4/19/2017 0:00,42858,5/16/2017 0:00,Second Class,VEN01,FA-14230,Corporate,California,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992,1,0.2,164.997,0,274.995
3693,US-2015-131359,delivered,4/19/2017 0:00,42858,5/16/2017 0:00,Second Class,VEN03,FA-14230,Corporate,California,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96,5,0.2,30.786,0,57.174
3694,US-2015-131359,delivered,4/19/2017 0:00,42858,5/16/2017 0:00,Second Class,VEN05,FA-14230,Corporate,California,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",15.488,4,0.2,3.6784,0,11.8096
3695,CA-2016-142097,delivered,8/3/2018 0:00,43321,8/17/2018 0:00,Standard Class,VEN01,QJ-19255,,,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,232.96,7,0,116.48,0.5,174.72
3696,CA-2016-142097,delivered,8/3/2018 0:00,43321,8/17/2018 0:00,Standard Class,VEN03,QJ-19255,,,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,66.54,6,0,32.6046,0.5,50.9031
3697,CA-2016-142097,delivered,8/3/2018 0:00,43321,8/17/2018 0:00,Standard Class,VEN01,QJ-19255,,,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0,14.2758,0.5,43.4763
3698,CA-2015-151680,delivered,6/11/2017 0:00,42916,7/17/2017 0:00,Second Class,VEN05,TC-21475,,,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2,0,22.7136,0,119.2464
3699,CA-2014-140039,delivered,11/26/2017 0:00,43089,12/19/2017 0:00,Standard Class,VEN05,ON-18715,Corporate,Minnesota,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.4,5,0.2,5.955,0.5,110.1675
3700,CA-2017-160416,delivered,3/9/2018 0:00,43182,4/5/2018 0:00,Second Class,VEN03,AD-10180,Home Office,Montana,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96,4,0,70.5028,0,93.4572
3701,CA-2017-169411,delivered,6/5/2018 0:00,43265,6/29/2018 0:00,Standard Class,VEN05,AC-10615,,,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,1,0,6.8274,0.5,46.6539
3702,CA-2016-126543,delivered,8/21/2018 0:00,43339,8/31/2018 0:00,Second Class,VEN05,MF-17665,,,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,0.2,3.792,0,11.376
3703,CA-2015-104941,delivered,5/2/2018 0:00,43227,5/24/2018 0:00,Standard Class,VEN03,DH-13075,,,OFF-AR-10004269,Office Supplies,Art,Newell 31,24.78,6,0,6.9384,0.5,26.7624
3704,CA-2015-104941,delivered,5/2/2018 0:00,43227,5/24/2018 0:00,Standard Class,VEN02,DH-13075,,,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,3,0,8.8044,0.5,15.5034
3705,CA-2015-104941,delivered,5/2/2018 0:00,43227,5/24/2018 0:00,Standard Class,VEN01,DH-13075,,,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,3,0,314.9895,0.5,877.47075
3706,CA-2015-104941,delivered,5/2/2018 0:00,43227,5/24/2018 0:00,Standard Class,VEN05,DH-13075,,,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,32.4,5,0,15.552,0.5,25.272
3707,CA-2017-160087,delivered,11/22/2017 0:00,43103,12/15/2017 0:00,Standard Class,VEN01,EN-13780,,,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.5538,0.5,25.9173
3708,CA-2014-120544,delivered,5/7/2017 0:00,42874,6/2/2017 0:00,Standard Class,VEN02,SS-20140,Corporate,Rhode Island,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.368,2,0.6,-2.5472,0.5,13.3728
3709,CA-2014-120544,delivered,5/7/2017 0:00,42874,6/2/2017 0:00,Standard Class,VEN05,SS-20140,Corporate,Rhode Island,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34.176,3,0.8,-87.1488,0.5,181.9872
3710,CA-2014-120544,delivered,5/7/2017 0:00,42874,6/2/2017 0:00,Standard Class,VEN03,SS-20140,Corporate,Rhode Island,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,5.544,7,0.2,1.6632,0.5,5.8212
3711,CA-2017-113670,delivered,7/21/2018 0:00,43307,7/31/2018 0:00,First Class,VEN05,RS-19765,Corporate,New York,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,3,0.2,6.378,0.2,604.6344
3712,CA-2017-113670,delivered,7/21/2018 0:00,43307,7/31/2018 0:00,First Class,VEN01,RS-19765,Corporate,New York,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0,100.4255,0.2,125.4294
3713,CA-2017-166198,delivered,4/3/2017 0:00,42836,5/2/2017 0:00,First Class,VEN02,JW-15955,,,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,0,3.462,0.2,9.6936
3714,CA-2017-166198,delivered,4/3/2017 0:00,42836,5/2/2017 0:00,First Class,VEN05,JW-15955,,,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,3,0,34.146,0.2,154.1448
3715,CA-2014-135608,delivered,11/7/2017 0:00,43064,12/7/2017 0:00,Second Class,VEN01,JK-15625,,,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2,0,21.0128,0,24.6672
3716,CA-2014-135608,delivered,11/7/2017 0:00,43064,12/7/2017 0:00,Second Class,VEN04,JK-15625,,,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,0,558.626
3717,CA-2017-144568,delivered,12/18/2017 0:00,43106,1/16/2018 0:00,Standard Class,VEN01,JO-15550,Home Office,Pennsylvania,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5,0,1.1775,0.5,33.55875
3718,CA-2016-142370,delivered,7/10/2018 0:00,43293,7/18/2018 0:00,Standard Class,VEN01,TP-21130,Consumer,Pennsylvania,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2,0,0.1512,0.5,7.3332
3719,CA-2016-142370,delivered,7/10/2018 0:00,43293,7/18/2018 0:00,Standard Class,VEN05,TP-21130,Consumer,Pennsylvania,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,249.95,5,0,107.4785,0.5,213.70725
3720,CA-2016-105900,delivered,6/27/2018 0:00,43284,7/24/2018 0:00,Standard Class,VEN03,BS-11590,Corporate,Arizona,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.4,5,0,12.358,0.5,31.563
3721,CA-2016-151155,delivered,4/20/2017 0:00,42864,5/17/2017 0:00,Standard Class,VEN04,AB-10255,,,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,4,0,7.3788,0.5,17.3118
3722,CA-2016-151155,delivered,4/20/2017 0:00,42864,5/17/2017 0:00,Standard Class,VEN02,AB-10255,,,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,2,0,6.939,0.5,12.7215
3723,CA-2017-144036,delivered,2/8/2018 0:00,43173,3/7/2018 0:00,Standard Class,VEN05,FO-14305,,,OFF-AR-10000122,Office Supplies,Art,Newell 314,35.712,8,0.2,2.232,0.5,50.22
3724,US-2014-169789,delivered,11/24/2017 0:00,43074,12/14/2017 0:00,Standard Class,VEN03,MF-17665,,,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,551.985,5,0.7,-459.9875,0.5,1517.95875
3725,CA-2017-127264,delivered,1/14/2018 0:00,43130,2/9/2018 0:00,First Class,VEN05,SA-20830,Consumer,Illinois,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205,0.2,5.8212
3726,CA-2016-151512,delivered,5/12/2017 0:00,42877,5/22/2017 0:00,Standard Class,VEN04,SH-19975,Corporate,California,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,18.72,2,0.2,3.51,0.5,22.815
3727,CA-2016-165169,delivered,7/26/2018 0:00,43312,8/15/2018 0:00,Standard Class,VEN04,JL-15235,,,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0,93.6988,0.5,400.0218
3728,CA-2016-165169,delivered,7/26/2018 0:00,43312,8/15/2018 0:00,Standard Class,VEN04,JL-15235,,,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,2,0,2.79,0.5,12.555
3729,CA-2016-165169,delivered,7/26/2018 0:00,43312,8/15/2018 0:00,Standard Class,VEN04,JL-15235,,,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,14.94,3,0,6.8724,0.5,12.1014
3730,CA-2015-109575,delivered,7/24/2017 0:00,42965,8/21/2017 0:00,Standard Class,VEN05,KH-16630,Corporate,Oklahoma,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,41.96,2,0,7.9724,0.5,50.9814
3731,CA-2015-109575,delivered,7/24/2017 0:00,42965,8/21/2017 0:00,Standard Class,VEN01,KH-16630,Corporate,Oklahoma,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,636.86,7,0,0,0.5,955.29
3732,CA-2015-109575,delivered,7/24/2017 0:00,42965,8/21/2017 0:00,Standard Class,VEN04,KH-16630,Corporate,Oklahoma,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,499.99,1,0,129.9974,0.5,554.9889
3733,CA-2015-109575,delivered,7/24/2017 0:00,42965,8/21/2017 0:00,Standard Class,VEN05,KH-16630,Corporate,Oklahoma,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1259.93,7,0,327.5818,0.5,1398.5223
3734,CA-2015-109575,delivered,7/24/2017 0:00,42965,8/21/2017 0:00,Standard Class,VEN03,KH-16630,Corporate,Oklahoma,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",65.08,4,0,31.8892,0.5,49.7862
3735,CA-2017-168193,delivered,8/9/2018 0:00,43336,8/23/2018 0:00,Second Class,VEN04,RM-19750,,,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,26.38,1,0,12.1348,0,14.2452
3736,CA-2017-168193,delivered,8/9/2018 0:00,43336,8/23/2018 0:00,Second Class,VEN01,RM-19750,,,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0,16.5531,0,55.4169
3737,CA-2016-115476,delivered,12/20/2017 0:00,43099,1/15/2018 0:00,Same Day,VEN01,VM-21835,,,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0,62.3904,0.1,74.34856
3738,CA-2016-115476,delivered,12/20/2017 0:00,43099,1/15/2018 0:00,Same Day,VEN03,VM-21835,,,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0,15.9446,0.1,18.25494
3739,CA-2016-133340,delivered,10/4/2016 0:00,42661,11/28/2016 0:00,Standard Class,VEN04,LH-17155,Consumer,California,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,1,0,3.052,0.5,11.772
3740,CA-2016-133340,delivered,10/4/2016 0:00,42661,11/28/2016 0:00,Standard Class,VEN02,LH-17155,Consumer,California,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,2,0,25.1916,0.5,52.1826
3741,CA-2016-133340,delivered,10/4/2016 0:00,42661,11/28/2016 0:00,Standard Class,VEN03,LH-17155,Consumer,California,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",61.929,1,0.1,23.3954,0.5,57.8004
3742,CA-2016-137848,delivered,8/12/2018 0:00,43339,8/29/2018 0:00,Standard Class,VEN01,WB-21850,,,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4,0,7.5992,0.5,13.3812
3743,CA-2016-137848,delivered,8/12/2018 0:00,43339,8/29/2018 0:00,Standard Class,VEN01,WB-21850,,,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.12,9,0,28.8576,0.5,46.8936
3744,CA-2016-137848,delivered,8/12/2018 0:00,43339,8/29/2018 0:00,Standard Class,VEN05,WB-21850,,,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376,0.5,48.2976
3745,CA-2014-113047,delivered,3/13/2017 0:00,42829,4/5/2017 0:00,Same Day,VEN03,AP-10915,Consumer,Florida,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,11.85,3,0,3.792,0.1,8.8638
3746,CA-2016-149979,delivered,4/18/2018 0:00,43216,5/9/2018 0:00,Second Class,VEN03,RA-19915,Consumer,Colorado,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,5,0,34.2925,0,83.9575
3747,CA-2016-149979,delivered,4/18/2018 0:00,43216,5/9/2018 0:00,Second Class,VEN01,RA-19915,Consumer,Colorado,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0,81.1734,0,287.7966
3748,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN04,DR-12880,Corporate,Illinois,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23,0,99.23
3749,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN01,DR-12880,Corporate,Illinois,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0,96.576,0,225.344
3750,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN03,DR-12880,Corporate,Illinois,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,0,549.99
3751,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN04,DR-12880,Corporate,Illinois,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0,8.236,0,20.164
3752,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN04,DR-12880,Corporate,Illinois,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,0,207.252
3753,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN02,DR-12880,Corporate,Illinois,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0,56.9772,0,59.3028
3754,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN02,DR-12880,Corporate,Illinois,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,0,547.0192
3755,CA-2017-161956,delivered,7/31/2017 0:00,42951,8/22/2017 0:00,Second Class,VEN01,DR-12880,Corporate,Illinois,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745,0,337.155
3756,CA-2016-116799,delivered,8/22/2017 0:00,42978,9/18/2017 0:00,First Class,VEN05,JG-15310,,,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",42.784,7,0.2,15.5092,0.2,32.72976
3757,CA-2016-116799,delivered,8/22/2017 0:00,42978,9/18/2017 0:00,First Class,VEN04,JG-15310,,,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,5,0.3,-56.343,0.2,743.7276
3758,CA-2016-111283,delivered,6/3/2018 0:00,43270,7/5/2018 0:00,Standard Class,VEN03,LC-16870,Consumer,Colorado,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,7,0.2,8.3328,0.5,154.1568
3759,CA-2015-167745,delivered,6/15/2017 0:00,42916,7/20/2017 0:00,Standard Class,VEN05,GB-14530,Corporate,New York,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0,5.4896,0.5,9.2856
3760,CA-2015-167745,delivered,6/15/2017 0:00,42916,7/20/2017 0:00,Standard Class,VEN01,GB-14530,Corporate,New York,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0,5.07,0.5,17.745
3761,CA-2015-167745,delivered,6/15/2017 0:00,42916,7/20/2017 0:00,Standard Class,VEN04,GB-14530,Corporate,New York,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,24.4,2,0,10.248,0.5,21.228
3762,CA-2017-104577,delivered,12/4/2017 0:00,43080,12/20/2017 0:00,Standard Class,VEN01,CK-12205,Consumer,Pennsylvania,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",87.6,5,0,42.048,0.5,68.328
3763,CA-2016-156251,delivered,8/18/2017 0:00,42997,9/8/2017 0:00,Second Class,VEN05,TS-21160,,,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96,2,0,24.196,0,217.764
3764,CA-2016-156251,delivered,8/18/2017 0:00,42997,9/8/2017 0:00,Second Class,VEN04,TS-21160,,,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,8.52,3,0,4.1748,0,4.3452
3765,CA-2017-125878,delivered,12/21/2017 0:00,43105,1/17/2018 0:00,Standard Class,VEN04,MH-18025,,,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,0.5,7.2414
3766,CA-2016-163153,delivered,5/4/2017 0:00,42870,5/29/2017 0:00,Standard Class,VEN03,DM-12955,,,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,99.372,2,0.3,-1.4196,0.5,151.1874
3767,CA-2016-163153,delivered,5/4/2017 0:00,42870,5/29/2017 0:00,Standard Class,VEN05,DM-12955,,,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344,1,0.2,0.504,0.5,1.26
3768,CA-2015-103205,delivered,10/13/2017 0:00,43045,11/6/2017 0:00,Second Class,VEN02,JJ-15760,,,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,5,0.2,11.996,0,107.964
3769,CA-2014-153913,delivered,7/10/2018 0:00,43294,7/19/2018 0:00,Second Class,VEN02,KB-16585,Corporate,Nebraska,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.832,9,0.2,101.3832,0,912.4488
3770,CA-2014-153913,delivered,7/10/2018 0:00,43294,7/19/2018 0:00,Second Class,VEN02,KB-16585,Corporate,Nebraska,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.984,2,0.2,0.6696,0,1.3144
3771,CA-2016-155530,delivered,3/5/2017 0:00,42815,3/27/2017 0:00,Standard Class,VEN03,CM-12160,,,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52,6,0.2,-325.572,0.5,3493.638
3772,US-2016-101196,delivered,7/31/2018 0:00,43319,8/21/2018 0:00,Standard Class,VEN03,FM-14215,,,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624,0.5,152.8956
3773,CA-2014-115357,delivered,8/18/2017 0:00,42982,9/14/2017 0:00,Second Class,VEN02,RF-19735,Consumer,Michigan,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",62.91,3,0,22.6476,0,40.2624
3774,US-2014-102715,delivered,3/29/2017 0:00,42845,5/9/2017 0:00,Second Class,VEN02,JK-15370,Consumer,California,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",6.912,3,0.2,2.3328,0,4.5792
3775,US-2014-102715,delivered,3/29/2017 0:00,42845,5/9/2017 0:00,Second Class,VEN05,JK-15370,Consumer,California,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,383.976,3,0.2,81.5949,0,302.3811
3776,US-2014-102715,delivered,3/29/2017 0:00,42845,5/9/2017 0:00,Second Class,VEN01,JK-15370,Consumer,California,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288,0,6.7392
3777,US-2014-102715,delivered,3/29/2017 0:00,42845,5/9/2017 0:00,Second Class,VEN04,JK-15370,Consumer,California,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944,7,0.2,41.993,0,293.951
3778,CA-2015-107937,delivered,8/19/2018 0:00,43334,8/27/2018 0:00,Standard Class,VEN03,JB-16045,,,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0,106.5408,0.5,839.0088
